processor_id,manufacturer_id,processor_family_id,microarchitecture_id,code_name_id,technology_id,cache_on_id,cache_off_id,die_photo_id,model,date,clock,max_clock,hw_nthreadspercore,hw_ncores,tdp,source,bus_width,transistors,die_size,vdd_low,vdd_high
185,3,34,10,53,18,30,31,,,1998-02-01,525.0,,1,1,95.0,http://www.spec.org/cpu95/results/res98q3/cpu95-980914-03070.html,64,15.2,314,2.1,2.3
186,3,34,10,53,18,30,31,,,1998-02-01,575.0,,1,1,100.0,http://www.spec.org/cpu95/results/res98q3/cpu95-980720-03001.html,64,15.2,314,2.1,2.3
187,3,35,,54,89,30,23,,,1999-12-01,616.0,,1,1,70.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000630-00134.html,64,15.2,210,2.0,2.0
188,3,35,,54,89,30,31,,,1999-12-01,667.0,,1,1,73.0,http://www.spec.org/cpu95/results/res99q3/cpu95-19990621-03709.html,64,15.2,210,2.0,2.0
189,3,35,,54,89,30,32,,,1999-12-01,700.0,,1,1,,http://www.spec.org/cpu95/results/res99q3/cpu95-19990830-03821.html,64,15.2,210,2.0,2.0
190,3,35,,54,89,30,31,,,1999-12-01,731.0,,1,1,,http://www.spec.org/cpu2000/results/res2000q2/cpu2000-20000511-00103.html,64,15.2,210,2.0,2.0
191,3,35,,54,89,30,32,,,1999-12-01,750.0,,1,1,,http://www.spec.org/cpu95/results/res2000q3/cpu95-20000630-04279.html,64,15.2,210,2.0,2.0
192,3,35,,54,89,30,32,,,1999-12-01,833.0,,1,1,100.0,http://www.spec.org/cpu95/results/res2000q3/cpu95-20000630-04281.html,64,15.2,210,2.0,2.0
193,3,36,,55,88,30,32,,,2001-02-01,833.0,,1,1,65.0,http://www.spec.org/cpu95/results/res2000q3/cpu95-20000630-04265.html,64,15.2,125,1.7,1.7
194,3,37,,56,39,30,32,,,2001-06-01,1000.0,,1,1,64.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011022-01046.html,64,15.5,120,1.7,1.7
195,3,37,,56,39,30,32,,,2001-06-01,1001.0,,1,1,64.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010618-00702.html,64,15.5,120,1.7,1.7
196,3,37,,56,39,30,33,,,2001-06-01,1224.0,,1,1,,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021104-01765.html,64,15.5,120,1.7,1.7
197,3,37,,56,39,30,33,,,2001-06-01,1250.0,,1,1,75.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021104-01757.html,64,15.5,120,1.7,1.7
198,3,38,11,57,39,34,1,11,,2002-01-01,1000.0,,1,1,125.0,http://www.spec.org/cpu2000/results/res2003q1/cpu2000-20030113-01900.html,64,130.0,397,1.5,1.5
199,3,38,11,57,39,35,1,11,,2002-01-01,1150.0,,1,1,125.0,Horowitz spreadsheet,64,130.0,397,1.5,1.5
200,3,38,,58,39,34,1,,,2004-08-16,1300.0,,1,1,125.0,http://www.spec.org/cpu2000/results/res2004q3/cpu2000-20040622-03150.html,64,130.0,397,1.5,1.5
201,4,39,,59,20,9,1,,,1995-06-01,110.0,,1,1,,http://www.spec.org/cpu95/results/res96q1/cpu95-960228-00489.html,,,233,3.3,3.3
202,4,39,,59,19,9,1,,,1994-06-01,60.0,,1,1,,http://performance.netlib.org/performance/html/spec.sun60mcr.cint92.6_94.notes.html#{Sun Microsystems Inc. SPARCstation Voyager 60Mhz microSPARC II},32,2.3,233,3.3,3.3
203,4,39,,59,19,9,1,,,1994-06-01,70.0,,1,1,,http://performance.netlib.org/performance/html/spec.sun60mcr.cint92.6_94.notes.html#{Sun Microsystems Inc. SPARCstation Voyager 60Mhz microSPARC II},32,2.3,233,3.3,3.3
204,4,39,,59,19,9,1,,,1994-06-01,85.0,,1,1,,Horowitz spreadsheet,32,2.3,233,3.3,3.3
205,4,40,,,23,30,23,,,,224.0,,1,1,,http://www.spec.org/cpu95/results/res99q1/cpu95-19990201-03403.html,64,210.0,17,,
206,4,40,,,23,30,23,,,,248.0,,1,1,,http://www.spec.org/cpu95/results/res99q1/cpu95-19990201-03399.html,64,,,,
207,4,40,,,23,30,1,,,1999-04-01,272.0,,1,1,50.0,Horowitz spreadsheet,64,2.7,240,3.3,3.3
208,4,40,,,23,30,32,,,,296.0,,1,1,,http://www.spec.org/cpu95/results/res99q2/cpu95-19990601-03679.html,,,,,
209,4,40,,,24,36,31,,,1998-05-01,360.0,,1,1,25.0,Horowitz spreadsheet,64,,,2.6,2.6
210,4,40,,,24,36,31,,,,400.0,,1,1,,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010213-00459.html,,,,,
211,4,40,,,24,36,32,,,1999-05-01,450.0,,1,1,21.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010213-00458.html,64,,126,1.9,1.9
212,4,40,,,24,36,31,,,,501.0,,1,1,,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010213-00457.html,,,,,
213,4,40,,,24,36,32,,,,563.0,,1,1,,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010213-00452.html,,,,,
214,4,40,,,25,36,31,,,,600.0,,1,1,,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010814-00799.html,,,,,
215,4,40,,,25,36,32,,,,675.0,,1,1,,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011022-01061.html,,,,,
216,4,40,,,25,36,31,,,,700.0,,1,1,,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020701-01436.html,,,,,
217,4,40,,,25,36,32,,,,788.0,,1,1,,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020701-01434.html,,,,,
218,4,40,,,25,36,32,,,,810.0,,1,1,,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020701-01430.html,,,,,
219,4,41,,60,108,37,1,,,,1080.0,,1,1,,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030506-02176.html,,,,,
220,4,41,,60,108,38,1,,,,1100.0,,1,1,,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030506-02172.html,,,,,
221,4,41,,60,108,37,1,,,,1320.0,,1,1,,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20031226-02691.html,,,,,
222,4,41,,60,108,37,1,,,,1350.0,,1,1,,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030617-02275.html,,,,,
223,4,41,,61,107,39,1,,,,1650.0,,1,1,,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20051212-05275.html,,,,,
224,4,41,,61,107,39,1,,,,1870.0,,1,1,,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050208-03825.html,,,,,
225,4,41,,61,107,39,1,,,,1890.0,,1,1,,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040518-03044.html,,,,,
226,4,41,,61,107,39,1,,,,1980.0,,1,1,,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20051212-05267.html,,,,,
227,4,41,,61,107,39,1,,,,2025.0,,1,1,,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050419-04032.html,,,,,
228,4,41,,61,107,40,1,,,,2160.0,,1,1,,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20051212-05283.html,,,,,
229,4,42,,62,27,41,1,,,2008-07-01,2520.0,,2,4,,http://www.spec.org/cpu2006/results/res2008q4/cpu2006-20081023-05678.html,,600.0,,,
230,4,42,,62,27,41,1,,,2008-07-01,2750.0,,2,4,,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20091217-09277.html,,600.0,,,
231,4,43,,,22,22,19,,,1996-09-01,170.0,,1,1,9.0,http://en.wikipedia.org/wiki/TurboSPARC,64,3.0,132,3.3,3.3
232,22,44,,,20,36,1,,,1995-10-01,101.0,,1,1,,http://www.spec.org/cpu95/results/res96q2/cpu95-960513-00808.html,,,,,
233,22,44,,,20,36,1,,,1995-10-01,118.0,,1,1,,http://www.spec.org/cpu95/results/res96q2/cpu95-960513-00806.html,,,,,
234,22,45,,,21,36,1,,,,141.0,,1,1,,http://www.spec.org/cpu95/results/res97q2/cpu95-970414-01778.html,,,,,
235,22,45,,,21,36,1,,,,161.0,,1,1,,http://www.spec.org/cpu95/results/res97q2/cpu95-970414-01792.html,,,,,
236,5,46,,,28,42,19,12,,1994-06-01,120.0,,1,1,17.0,http://www.openpa.net/pa-risc_processor_hitachi-harp-1.html,32,2.8,267,3.3,3.3
237,6,47,,,34,1,43,,,,50.0,,1,1,,http://www.spec.org/cpu95/results/res96q1/cpu95-960131-00128.html,,0.58,201,,
238,6,48,,63,33,1,44,13,,,100.0,,1,1,,http://www.openpa.net/pa-risc_processor_pa-7100.html,,0.85,196,,
239,6,48,,63,33,1,44,13,,,125.0,,1,1,,http://performance.netlib.org/performance/html/spec.7351i.cint92.12_95.notes.html#{Hewlett-Packard HP 9000 Series 700 Model 735/125 125 Mhz PA-RISC 7100},,0.85,196,,
240,6,48,,63,33,1,44,13,,,50.0,,1,1,,http://performance.netlib.org/performance/html/spec.h35-510.cint92.6_94.notes.html#{Hitachi; Ltd. Hitatchi 3500/510 50Mhz PA-RISC 7100},,0.85,196,,
241,6,48,,63,33,1,44,13,,,80.0,,1,1,,http://performance.netlib.org/performance/html/spec.h35-530.cint92.6_94.notes.html#{Hitachi; Ltd. Hitatchi 3500/530 80Mhz PA-RISC 7100},,0.85,196,,
242,6,48,,63,33,1,45,13,,,90.0,,1,1,,http://performance.netlib.org/performance/html/spec.hp9t500.cint92.3_95.notes.html#{Hewlett Packard Company Hewlett Packard 9000 Model T500 90 Mhz PA-RISC 7100},,0.85,196,,
243,6,49,,64,32,46,47,,,,100.0,,1,1,,http://www.spec.org/cpu95/results/res96q4/cpu95-961107-01462.html,,,,,
244,6,49,,64,32,46,16,,,,48.0,,1,1,,http://performance.netlib.org/performance/html/spec.hpe25.cint92.12_94.notes.html#{Hewlett-Packard HP9000 Model E25 48MHZ PA-RISC 7100LC},,,,,
245,6,49,,64,32,46,16,,,,60.0,,1,1,,http://www.spec.org/cpu95/results/res96q4/cpu95-960904-01271.html,,,,,
246,6,49,,64,32,46,47,,,,64.0,,1,1,,http://performance.netlib.org/performance/html/spec.hp71564.cint92.9_94.notes.html#{Hewlett-Packard HP 9000 Series 700 Model 715/64 64Mhz PA-RISC 7100LC},,,,,
247,6,49,,64,32,46,47,,,,75.0,,1,1,,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00381.html,,,,,
248,6,49,,64,32,46,47,,,,80.0,,1,1,,http://www.spec.org/cpu95/results/res96q4/cpu95-960904-01278.html,,,,,
249,6,49,,64,32,46,48,,,,96.0,,1,1,,http://performance.netlib.org/performance/html/spec.hpe55.cint92.12_94.notes.html#{Hewlett-Packard HP9000 Model E55 96Mhz PA-RISC 7100LC},,,,,
250,6,50,,,33,1,45,,,,120.0,,1,1,,http://www.spec.org/cpu95/results/res96q3/cpu95-960829-01214.html,,,,,
251,6,50,,,33,1,44,,,,125.0,,1,1,,http://www.spec.org/cpu95/results/res9509/p028.html,,,,,
252,6,50,,,33,1,44,,,,99.0,,1,1,,http://performance.netlib.org/performance/html/spec.hp73599.cint92.12_94.notes.html#{Hewlett-Packard HP 9000 Series 700 Model 735/99 99Mhz PA-RISC 7150},,,,,
253,6,51,,65,29,1,44,,,,100.0,,1,1,29.0,http://www.spec.org/cpu95/results/res9512/p026.html,,,,,
254,6,51,,65,29,1,44,,,,120.0,,1,1,29.0,http://www.spec.org/cpu95/results/res9512/p027.html,,,,,
255,6,52,12,,30,30,21,14,,1996-09-01,132.0,,1,1,,http://www.spec.org/cpu95/results/res96q4/cpu95-961107-01444.html,,,,,
256,6,52,12,,30,30,21,14,,1996-09-01,160.0,,1,1,15.0,Horowitz spreadsheet,32,9.0,259,3.3,3.3
257,6,52,12,,30,30,21,14,,1996-09-01,180.0,,1,1,,http://www.spec.org/cpu95/results/res97q3/cpu95-970829-02091.html,32,,,,
258,6,53,13,66,31,1,49,15,,1995-11-02,160.0,,1,1,,http://www.spec.org/cpu95/results/res96q2/cpu95-960607-00858.html,64,,,,
259,6,53,13,66,31,1,45,15,,1995-11-02,180.0,,1,1,,http://www.spec.org/cpu95/results/res96q2/cpu95-960607-00854.html,64,,,,
260,6,54,14,67,31,1,50,,,,200.0,,1,1,,http://www.spec.org/cpu95/results/res97q3/cpu95-970618-01942.html,64,,,,
261,6,54,14,67,31,1,50,,,,236.0,,1,1,,http://www.spec.org/cpu95/results/res98q1/cpu95-980105-02335.html,64,,,,
262,6,54,14,67,31,1,50,,,,240.0,,1,1,,http://www.spec.org/cpu95/results/res98q1/cpu95-980213-02432.html,64,,,,
263,6,55,15,67,65,51,1,16,,,300.0,,1,1,,http://www.spec.org/cpu95/results/res99q3/cpu95-19990816-03767.html,64,,,,
264,6,55,15,67,65,51,1,16,,,360.0,,1,1,,http://www.spec.org/cpu95/results/res99q2/cpu95-19990510-03602.html,64,,,,
265,6,55,15,67,65,51,1,16,,,367.0,,1,1,,http://www.spec.org/cpu95/results/res98q4/cpu95-981204-03211.html,64,,,,
266,6,55,15,67,65,51,1,16,,,400.0,,1,1,,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001106-00300.html,64,,,,
267,6,55,15,67,65,51,1,16,,1998-09-01,440.0,,1,1,42.0,Horowitz spreadsheet,64,140.0,467,2.0,2.0
268,6,56,16,68,65,51,1,,,2000-01-01,440.0,,1,1,,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00028.html,,,,,
269,6,56,16,68,65,51,1,,,2000-01-01,500.0,,1,1,,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010424-00601.html,,,,,
270,6,56,16,68,65,51,1,,,2000-01-01,550.0,,1,1,,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001105-00282.html,,,,,
271,6,56,16,68,65,51,1,,,2000-11-01,552.0,,1,1,53.0,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000313-00044.html,64,140.0,467,2.0,2.0
272,6,57,17,69,39,52,1,17,,,625.0,,1,1,,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20011221-01155.html,,,,,
273,6,57,17,69,39,52,1,17,,,650.0,,1,1,,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011023-01079.html,,,,,
274,6,57,17,69,39,52,1,17,,2001-05-01,750.0,,1,1,42.0,Horowitz spreadsheet,64,186.0,306,1.65,1.65
275,6,58,18,69,39,52,1,,,,875.0,,1,1,,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021004-01707.html,,,,,
276,7,59,,70,48,53,1,,,1997-10-01,160.0,,1,1,,http://www.spec.org/cpu95/results/res97q4/cpu95-971124-02281.html,32,,,,
277,7,59,,71,42,1,54,,,,59.0,,1,1,,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00539.html,32,23.0,1215,,
278,7,59,,72,42,1,55,,,,66.0,,1,1,,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00523.html,32,,,,
279,7,59,,72,42,1,56,,,,67.0,,1,1,,http://www.spec.org/cpu95/results/res9509/p033.html,32,,,,
280,7,59,,72,42,1,55,,,,71.0,,1,1,,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00535.html,32,,,,
281,7,59,,70,46,57,1,,,1996-10-01,77.0,,1,1,,http://www.spec.org/cpu95/results/res9509/p034.html,32,15.0,335,,
282,7,60,,,48,54,31,18,,1998-10-05,200.0,,1,1,,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00016.html,64,15.0,270,,
283,7,60,,,48,54,31,18,,1998-10-05,222.0,,1,1,,http://www.spec.org/cpu95/results/res99q4/cpu95-19991105-03896.html,64,15.0,270,,
284,7,60,,,48,54,31,18,,1998-10-05,375.0,,1,1,,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000124-04026.html,64,15.0,270,,
285,7,61,,,49,54,31,,,,333.0,,1,1,,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020207-01238.html,64,23.0,170,,
286,7,61,,,49,54,31,,,,375.0,,1,1,,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011105-01108.html,64,23.0,170,,
287,7,61,,,49,54,31,,,,400.0,,1,1,,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000125-00034.html,64,23.0,170,,
288,7,61,,,49,54,31,,,,450.0,,1,1,,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020128-01226.html,64,23.0,170,,
289,7,62,20,73,38,58,27,,,2001-01-01,1000.0,,1,1,115.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030623-02296.html,64,184.0,267,,
290,7,62,20,73,38,58,27,,,,1200.0,,1,1,115.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030527-02195.html,64,184.0,267,,
291,7,62,20,73,38,58,27,,,,1450.0,,1,1,115.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030623-02298.html,64,184.0,267,,
292,7,63,21,,38,59,60,,,,1500.0,,2,2,,http://en.wikipedia.org/wiki/POWER5,64,276.0,389,1.2,1.2
293,7,63,21,,38,59,60,,,,1650.0,,2,2,,http://en.wikipedia.org/wiki/POWER5,64,276.0,389,1.2,1.2
294,7,63,21,,38,59,60,,,2004-06-01,1900.0,,2,2,100.0,http://en.wikipedia.org/wiki/POWER5,64,276.0,389,1.2,1.2
295,7,63,21,,38,59,60,,,,2100.0,,2,2,,http://en.wikipedia.org/wiki/POWER5,64,276.0,389,1.2,1.2
296,7,63,21,,38,59,60,,,,2200.0,,2,2,,http://en.wikipedia.org/wiki/POWER5,64,276.0,389,1.2,1.2
297,7,63,21,,38,59,60,,,,2300.0,,2,2,,http://en.wikipedia.org/wiki/POWER5,64,276.0,389,1.2,1.2
298,7,64,19,,36,61,1,,,2007-05-01,3500.0,,2,2,160.0,Horowitz spreadsheet,64,790.0,341,0.8,1.2
299,7,64,19,,36,61,1,,,2007-05-01,3800.0,,2,2,160.0,Horowitz spreadsheet,64,790.0,341,0.8,1.2
300,7,64,19,,36,61,1,,,2007-05-01,4200.0,,2,2,160.0,Horowitz spreadsheet,64,790.0,341,0.8,1.2
301,7,64,19,,36,61,1,,,2007-05-01,4700.0,,2,2,160.0,Horowitz spreadsheet,64,790.0,341,0.8,1.2
302,7,64,19,,36,61,1,,,2007-05-01,5000.0,,2,2,160.0,Horowitz spreadsheet,64,790.0,341,0.8,1.2
303,7,65,78,,35,62,1,,,2010-02-01,3550.0,,4,8,200.0,Horowitz spreadsheet,64,1200.0,567,,
304,7,65,78,,35,62,1,,,2010-02-01,3700.0,,4,6,200.0,Horowitz spreadsheet,64,1200.0,567,,
305,7,66,30,74,47,10,1,26,740,1997-08-01,266.0,,1,1,8.0,Horowitz spreadsheet,32,6.35,67,2.6,2.6
306,7,66,30,74,47,10,1,26,750,1998-10-01,400.0,,1,1,8.0,Horowitz spreadsheet,32,6.35,67,2.6,2.6
307,7,67,,75,37,63,1,,970FX,,2200.0,,1,1,11.0,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041011-03436.html,64,,,,
308,7,68,23,,45,64,1,20,,1995-02-01,66.0,,1,1,1.2,Horowitz spreadsheet,32,1.0,50,3.3,3.3
309,7,69,,,45,18,1,21,,1993-09-01,80.0,,1,1,2.2,Horowitz spreadsheet,32,1.6,83,3.3,3.3
310,7,70,,,45,10,1,25,,1995-07-01,133.0,,1,1,30.0,Horowitz spreadsheet,64,7.0,311,3.3,3.3
311,7,71,,,48,54,1,,,1998-10-01,200.0,,1,1,,Horowitz spreadsheet,64,,270,2.5,2.5
312,7,72,22,,44,65,1,19,,1993-04-01,66.0,,1,1,6.5,Horowitz spreadsheet,32,2.8,121,3.6,3.6
313,7,72,22,,44,65,19,19,,1993-04-01,75.0,,1,1,6.5,http://performance.netlib.org/performance/html/spec.bullm101.cint92.9_95.notes.html#{BULL S.A. ESCALA 75Mhz PowerPC 601},32,2.8,121,3.6,3.6
314,7,72,22,,44,65,21,19,,,80.0,,1,1,,http://www.spec.org/cpu95/results/res9509/p032.html,32,2.8,121,3.6,3.6
315,7,73,,,45,65,1,,,1995-06-01,120.0,,1,1,5.6,Horowitz spreadsheet,32,2.8,121,3.3,3.3
316,7,69,,,45,18,20,21,,1995-02-01,66.0,,1,1,3.0,http://performance.netlib.org/performance/html/spec.mo603662.cint92.3_95.notes.html#{Motorola; Inc. PowerStack 603 Series E 66MHz 603 Power PC},32,1.6,85,3.3,3.3
317,7,74,24,,45,22,1,22,,1995-10-01,100.0,,1,1,3.5,Horowitz spreadsheet,32,2.6,98,3.3,3.3
318,7,74,24,,45,22,20,22,,,166.0,,1,1,,http://www.spec.org/cpu95/results/res96q4/cpu95-961122-01533.html,32,2.6,78,3.3,3.3
319,7,75,,,41,22,1,23,,1996-05-01,200.0,,1,1,5.5,Horowitz spreadsheet,32,2.6,80,2.5,2.5
320,7,75,,,41,22,1,23,,1997-04-01,300.0,,1,1,3.5,Horowitz spreadsheet,32,2.6,42,2.5,2.5
321,7,76,25,,40,22,1,24,,1994-12-01,100.0,,1,1,14.0,Horowitz spreadsheet,32,3.6,196,2.5,2.5
322,7,76,25,,40,22,21,24,,,112.0,,1,1,,http://www.spec.org/cpu95/results/res96q1/cpu95-960202-00136.html,32,3.6,196,2.5,2.5
323,7,76,25,,40,22,19,24,,,120.0,,1,1,,http://www.spec.org/cpu95/results/res9509/p036.html,32,3.6,196,2.5,2.5
324,7,76,25,,40,22,20,24,,,133.0,,1,1,,http://www.spec.org/cpu95/results/res96q1/cpu95-960219-00464.html,32,3.6,196,2.5,2.5
325,7,77,,,41,10,19,,,1996-07-01,166.0,,1,1,,http://www.spec.org/cpu95/results/res97q2/cpu95-970428-01831.html,32,5.1,96,2.5,2.5
326,7,77,,,41,10,23,,,1996-07-01,200.0,,1,1,,http://www.spec.org/cpu95/results/res97q3/cpu95-970623-01953.html,32,5.1,96,2.5,2.5
327,7,77,,,41,10,31,,,1996-07-01,225.0,,1,1,,http://www.spec.org/cpu95/results/res97q3/cpu95-970721-02001.html,32,5.1,148,2.5,2.5
328,7,77,,,41,10,21,,,1996-07-01,233.0,,1,1,,http://www.spec.org/cpu95/results/res97q2/cpu95-970414-01763.html,32,5.1,96,2.5,2.5
329,7,77,,,41,10,21,,,1996-07-01,250.0,,1,1,,http://www.spec.org/cpu2000/results/res2000q2/cpu2000-20000508-00093.html,32,5.1,96,2.5,2.5
330,7,78,,76,48,10,21,,,1997-08-01,300.0,,1,1,,http://www.spec.org/cpu95/results/res97q4/cpu95-971110-02240.html,32,5.1,47,1.9,1.9
331,7,78,,76,48,10,31,,,1997-08-01,320.0,,1,1,,http://www.spec.org/cpu95/results/res97q4/cpu95-970924-02146.html,32,5.1,47,1.9,1.9
332,7,78,,76,48,10,21,,,1997-08-01,332.0,,1,1,,http://www.spec.org/cpu95/results/res98q4/cpu95-981012-03115.html,32,5.1,47,1.9,1.9
333,7,78,,76,48,10,1,,,1997-08-01,350.0,,1,1,8.0,Horowitz spreadsheet,32,5.1,47,1.9,1.9
334,7,78,,76,48,10,31,,,1997-08-01,360.0,,1,1,,http://www.spec.org/cpu95/results/res97q4/cpu95-971106-02236.html,32,5.1,47,1.9,1.9
335,7,78,,76,48,10,21,,,1997-08-01,375.0,,1,1,,http://www.spec.org/cpu95/results/res98q4/cpu95-981012-03120.html,32,5.1,47,1.9,1.9
336,7,79,,77,39,36,23,,,,600.0,,2,1,15.0,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010516-00640.html,64,44.0,128,,
337,7,79,,77,39,36,32,,,,750.0,,2,1,15.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010809-00789.html,64,44.0,128,,
338,7,80,,78,41,30,31,,,,262.0,,2,1,27.0,http://www.spec.org/cpu95/results/res99q3/cpu95-19990830-03803.html,64,12.5,162,,
339,7,80,,78,41,30,31,,,,340.0,,2,1,27.0,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00017.html,64,12.5,162,,
340,7,81,,79,49,36,31,,,,400.0,,2,1,,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000211-04054.html,64,34.0,140,,
341,7,81,,79,49,36,32,,,,450.0,,2,1,,http://www.spec.org/cpu95/results/res99q4/cpu95-19991022-03873.html,64,34.0,140,,
342,7,81,,79,49,36,31,,,,500.0,,2,1,,http://www.spec.org/cpu2000/results/res2000q2/cpu2000-20000505-00087.html,64,34.0,140,,
343,9,82,,,72,1,1,27,,1971-11-01,0.108,,1,1,0.5,Horowitz spreadsheet,4,0.0023,12,15.0,15.0
344,9,83,,,72,1,1,28,,1972-04-01,0.2,,1,1,1.0,Horowitz spreadsheet,8,0.0035,16,5.0,5.0
345,9,84,,,73,1,1,29,,1974-04-01,2.0,,1,1,0.8,Horowitz spreadsheet,8,0.006,20,5.0,5.0
346,9,85,,,55,1,1,,,1978-06-01,5.0,,1,1,1.7,Horowitz spreadsheet,16,0.029,33,5.0,5.0
347,9,85,,,55,1,1,,,1978-07-01,8.0,,1,1,1.8,Horowitz spreadsheet,,,33,5.0,5.0
348,9,85,,,55,1,1,,,1978-08-01,10.0,,1,1,1.8,Horowitz spreadsheet,,,33,5.0,5.0
349,9,86,,,55,1,1,30,,1979-06-01,8.0,,1,1,1.8,Horowitz spreadsheet,8,0.029,33,5.0,5.0
350,9,87,,,56,1,1,31,,1982-02-01,6.0,,1,1,3.3,Horowitz spreadsheet,16,0.134,47,5.0,5.0
351,9,87,,,56,1,1,31,,1982-03-01,10.0,,1,1,3.3,Horowitz spreadsheet,,,47,5.0,5.0
352,9,87,,,56,1,1,31,,1982-04-01,12.0,,1,1,3.3,Horowitz spreadsheet,,,47,5.0,5.0
353,9,88,55,,56,1,1,32,,1985-10-01,16.0,,1,1,1.7,Horowitz spreadsheet,32,0.275,103,5.0,5.0
354,9,88,55,,57,1,1,32,,1987-02-01,20.0,,1,1,1.3,Horowitz spreadsheet,,,46,5.0,5.0
355,9,88,55,,57,1,1,32,,1988-04-01,25.0,,1,1,1.6,Horowitz spreadsheet,,,46,5.0,5.0
356,9,88,55,,57,1,1,32,,1989-04-01,33.0,,1,1,2.0,Horowitz spreadsheet,,,46,5.0,5.0
357,9,89,56,,57,2,1,33,,1989-04-01,25.0,,1,1,3.0,Horowitz spreadsheet,32,1.2,81,5.0,5.0
358,9,89,56,,57,2,1,33,,1990-05-01,33.0,,1,1,3.5,Horowitz spreadsheet,,,81,5.0,5.0
359,9,89,56,,58,2,1,33,,1991-06-01,50.0,,1,1,4.0,Horowitz spreadsheet,,,76,5.0,5.0
360,9,90,,,54,2,1,34,,1992-08-01,66.0,,1,1,5.8,Horowitz spreadsheet,,,76,5.0,5.0
361,9,91,,,53,15,1,35,,1994-03-01,100.0,,1,1,4.1,Horowitz spreadsheet,,1.6,87,3.3,3.3
362,9,92,79,80,60,66,1,,230,2008-06-03,1600.0,,2,1,4.0,http://ark.intel.com/Product.aspx?id=35635,32,47.0,26,0.75,1.1
363,9,92,79,80,60,66,1,,330,2008-09-01,1600.0,,2,2,8.0,http://ark.intel.com/Product.aspx?id=35641&processor=330&spec-codes=SLG9Y,32,94.0,52,1.16,1.16
364,9,92,79,81,60,66,1,,D510,2009-12-21,1667.0,,2,2,13.0,http://ark.intel.com/Product.aspx?id=43098,,,,,
365,9,92,,82,60,66,1,,E660,2010-09-14,1300.0,,2,1,3.6,http://ark.intel.com/Product.aspx?id=52495,32,,,0.75,0.9
366,9,92,,83,60,66,1,,E665,2010-11-22,1300.0,,2,1,7.0,http://ark.intel.com/Product.aspx?id=53872,32,,,0.8,1.175
367,9,92,79,80,60,66,1,,N270,2008-06-03,1600.0,,2,1,,http://ark.intel.com/Product.aspx?id=36331,32,,,0.75,1.1
